Profit,Transaction ID,Product ID,Customer ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost
1279.4,5483,54,283,30-09-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
437.46,5484,36,845,25-04-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
133.78,5485,9,1115,28-12-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
75.48,5486,84,682,25-05-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
456.45,5487,99,856,15-09-2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
437.46,5488,90,666,19-11-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
817.36,5489,23,1903,19-07-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
17.87,5490,0,249,14-09-2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62
690.49,5491,67,2286,21-10-2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74
641.64,5492,94,2993,21-12-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
641.64,5493,94,421,21-05-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
1630.25,5494,57,3199,17-12-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
129.01,5495,96,3116,23-09-2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77
91.15,5496,0,1214,07-12-2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
771.12,5497,58,2768,08-10-2017,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
1069.55,5498,12,3327,19-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
1660.88,5499,44,2995,28-01-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
189.28,5500,47,3337,29-05-2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
445.21,5501,77,3032,19-04-2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
1592.19,5502,68,3337,11-03-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
75.48,5503,84,902,18-11-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
471.6,5504,87,1782,21-05-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
356.5,5505,0,3259,01-05-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
198.29,5506,70,2082,05-12-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
299.27,5507,30,1770,30-05-2017,True,Approved,Solex,Standard,high,medium,748.17,448.9
547.28,5508,31,2990,24-05-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
1660.88,5509,77,3407,15-02-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
817.36,5510,88,791,22-02-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
751.02,5511,13,1727,09-06-2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51
1408.91,5512,79,1028,16-02-2017,True,Approved,Solex,Touring,medium,large,2083.94,675.03
75.14,5513,9,1919,01-02-2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
64.51,5514,61,833,19-07-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
91.15,5515,6,3384,09-03-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
456.45,5516,99,639,16-02-2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
459.46,5517,18,2698,01-02-2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
209.84,5518,41,2325,17-01-2017,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
1230.27,5519,39,354,23-08-2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
1279.4,5520,54,2826,19-12-2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
75.48,5521,84,3359,21-04-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
1305.25,5522,89,1219,26-12-2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
709.34,5523,25,1591,14-02-2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
1408.91,5524,79,2718,30-04-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
459.46,5525,82,2190,26-04-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
139.23,5526,80,242,20-08-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
1230.3,5527,26,2497,24-04-2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
114.93,5528,19,652,28-10-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
309.81,5529,34,655,09-11-2017,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72
1630.25,5530,57,2982,10-01-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
217.51,5531,60,1069,27-01-2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
104.24,5532,0,2798,29-06-2017,False,Approved,Solex,Road,medium,medium,416.98,312.74
1408.91,5533,83,2791,16-05-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
1544.61,5534,37,1967,06-12-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
129.01,5535,96,479,31-05-2017,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77
90.1,5536,72,2744,27-08-2017,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
4.8,5537,19,3231,05-04-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
155.65,5538,92,2593,14-03-2017,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
128.46,5539,91,1928,26-11-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
872.89,5540,64,1804,05-08-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
179.44,5541,62,898,08-06-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
509.97,5542,11,91,28-07-2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
57.73,5543,31,849,03-12-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
1230.27,5544,39,2177,23-09-2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
471.6,5545,87,1629,30-07-2017,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
356.5,5546,45,1404,27-07-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
471.6,5547,87,3234,31-03-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
812.44,5548,48,2530,21-09-2017,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
75.48,5549,84,3188,09-08-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
1408.91,5550,83,2390,05-02-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
745.94,5551,45,2912,13-09-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
1408.91,5552,79,2674,19-01-2017,True,Approved,Solex,Touring,medium,large,2083.94,675.03
4.8,5553,19,692,10-11-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
1055.82,5554,78,953,14-05-2017,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
957.02,5555,52,637,15-08-2017,True,Approved,Solex,Road,medium,large,1777.8,820.78
4.8,5556,0,1323,06-06-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
574.62,5557,13,1420,22-11-2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27
1295.43,5558,40,2360,10-10-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
456.45,5559,99,2738,27-02-2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
459.46,5560,82,1925,22-05-2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
1544.61,5561,37,2245,22-01-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
114.93,5562,5,1468,06-12-2017,,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
1230.27,5563,39,2824,15-04-2017,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
217.51,5564,60,2945,24-10-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
195.34,5565,20,3489,14-02-2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
299.27,5566,30,3327,26-06-2017,True,Approved,Solex,Standard,high,medium,748.17,448.9
114.93,5567,5,3151,09-10-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
409.86,5568,17,951,18-02-2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8
139.23,5569,95,1577,18-08-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
448.68,5570,1,369,06-08-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
745.94,5571,7,3296,16-03-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
751.02,5572,38,3184,23-10-2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
834.94,5573,93,58,29-06-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
155.65,5574,92,1129,15-11-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
57.73,5575,31,3046,05-02-2017,,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
327.98,5576,49,420,31-05-2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58
155.65,5577,92,1635,30-06-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
25.09,5578,91,731,18-08-2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
459.46,5579,18,2143,09-09-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
1055.82,5580,78,1322,02-10-2017,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
437.46,5581,90,443,27-02-2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
771.12,5582,58,1211,10-05-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
1230.3,5583,26,2885,12-04-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
1702.55,5584,3,2841,09-10-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
187.39,5585,8,941,07-01-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
448.68,5586,1,3074,20-03-2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
745.94,5587,7,1132,21-08-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
64.51,5588,81,2425,15-10-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
179.44,5589,0,945,01-06-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
135.85,5590,29,168,29-07-2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
431.33,5591,32,2331,08-10-2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
17.87,5592,2,1077,01-10-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
167.21,5593,0,2204,07-03-2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
1612.25,5594,73,360,17-07-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
1230.3,5595,26,3264,19-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
356.5,5596,45,1032,03-06-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
1230.3,5597,26,2111,17-07-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
827.16,5598,85,23,20-12-2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
459.46,5599,82,2999,22-12-2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
471.6,5600,87,93,30-01-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
1295.43,5601,40,1908,14-09-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
187.39,5602,8,3254,10-04-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
,5603,0,947,15-06-2017,False,Approved,,,,,1192.33,
4.8,5604,19,2166,02-11-2017,False,Approved,OHM Cycles,Road,high,large,12.01,7.21
179.44,5605,62,276,06-09-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
693.76,5606,53,2052,05-01-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
90.1,5607,0,2659,08-05-2017,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
1702.55,5608,3,769,29-08-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
834.94,5609,93,1790,18-10-2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
14.23,5610,0,1577,23-10-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
15.08,5611,22,888,04-06-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
827.16,5612,74,3421,27-08-2017,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
1010.02,5613,1,2480,18-11-2017,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
75.75,5614,23,276,02-02-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
195.34,5615,11,1903,14-12-2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
450.77,5616,58,2853,28-09-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
693.76,5617,98,2443,11-01-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
167.21,5618,0,2589,18-08-2017,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
45.96,5619,56,354,20-10-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
167.21,5620,67,1301,02-08-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
745.94,5621,7,790,11-02-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
509.97,5622,11,2153,02-01-2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
91.15,5623,6,2463,27-10-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
1702.55,5624,3,2791,16-12-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
1069.55,5625,34,396,25-06-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
327.98,5626,59,2415,30-04-2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58
128.46,5627,76,744,06-02-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
217.51,5628,60,309,25-05-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
75.48,5629,84,2683,14-12-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
135.85,5630,0,1538,05-02-2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
817.36,5631,88,1106,14-04-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
437.46,5632,90,2575,16-06-2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
199.1,5633,42,1152,11-03-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
114.93,5634,5,1977,21-04-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
451.65,5635,5,770,18-08-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
502.47,5636,43,2581,18-08-2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
693.76,5637,98,35,23-06-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
155.65,5638,92,1196,12-12-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
91.15,5639,6,843,11-12-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
745.94,5640,7,1585,23-11-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
827.16,5641,74,938,15-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91
409.86,5642,17,399,11-11-2017,True,Cancelled,Solex,Standard,high,medium,1024.66,614.8
1010.02,5643,75,2290,07-04-2017,,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
195.34,5644,20,1932,03-03-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
1383.61,5645,63,3110,13-12-2017,False,Approved,Solex,Standard,medium,medium,1483.2,99.59
448.68,5646,35,2124,19-03-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
152.55,5647,100,1390,02-06-2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
1544.61,5648,37,1131,08-05-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
827.16,5649,74,264,12-11-2017,False,Cancelled,WeareA2B,Standard,medium,medium,1228.07,400.91
1630.25,5650,57,2400,20-10-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
709.34,5651,25,2713,30-12-2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
356.5,5652,45,1589,30-10-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
299.27,5653,6,1652,25-09-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
75.48,5654,84,334,04-11-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
4.8,5655,0,1892,04-01-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21
129.01,5656,96,1302,22-02-2017,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77
143.82,5657,18,2903,15-02-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45
751.02,5658,38,2555,29-12-2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51
1383.61,5659,4,2919,09-12-2017,True,Approved,Solex,Standard,medium,medium,1483.2,99.59
1592.19,5660,68,668,02-09-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
167.21,5661,67,1684,03-11-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
155.65,5662,92,27,28-05-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
509.97,5663,11,3258,24-04-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
187.39,5664,8,2183,08-10-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
450.77,5665,58,2951,20-08-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
1010.02,5666,75,1836,17-07-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
299.27,5667,30,875,09-08-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
1660.88,5668,77,106,19-06-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
903.11,5669,35,525,02-09-2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4
1010.02,5670,75,180,17-05-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
1215.34,5671,46,1157,25-02-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51
437.46,5672,36,2146,10-11-2017,True,Approved,Solex,Standard,low,medium,945.04,507.58
199.1,5673,42,1656,24-01-2017,,Approved,OHM Cycles,Road,medium,small,1810,1610.9
547.28,5674,85,1041,28-10-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
135.85,5675,29,1199,19-08-2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
1702.55,5676,3,1988,28-06-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
448.68,5677,35,2359,20-01-2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
179.44,5678,62,1702,16-12-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
471.6,5679,87,1413,21-02-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
812.44,5680,48,1946,23-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52
431.33,5681,32,2717,19-11-2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
129.01,5682,96,3219,05-06-2017,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77
64.930000000,5683,66,538,06-01-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33
182.81,5684,16,1534,15-07-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
641.64,5685,94,1828,02-01-2017,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
451.65,5686,5,2603,07-09-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
431.33,5687,50,3451,30-03-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
198.29,5688,70,1996,23-04-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
356.5,5689,45,2471,30-07-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
437.46,5690,36,1300,10-12-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
830.24,5691,70,1425,23-12-2017,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35
199.1,5692,42,2869,03-09-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
745.94,5693,7,3044,10-02-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
437.46,5694,90,1994,25-07-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
451.65,5695,5,420,01-11-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
187.39,5696,8,3151,11-12-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
91.15,5697,6,3002,16-11-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
834.94,5698,93,1093,22-05-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09
15.08,5699,22,2432,20-11-2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
189.28,5700,47,3158,13-09-2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
1103.43,5701,10,3467,25-12-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
133.38,5702,0,2283,08-04-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
451.65,5703,5,2061,11-06-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
64.930000000,5704,2,3386,20-03-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
737.17,5705,71,1530,11-02-2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75
1702.55,5706,3,1299,15-10-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
693.76,5707,53,3316,10-12-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
1408.91,5708,83,2861,09-02-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
91.15,5709,0,1833,14-08-2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
437.46,5710,90,449,26-02-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
199.1,5711,42,2123,25-04-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
189.28,5712,47,483,26-03-2017,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
1279.4,5713,54,3460,29-04-2017,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44
737.17,5714,71,1166,20-05-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
25.09,5715,91,2869,05-02-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
1630.25,5716,57,846,24-06-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
75.48,5717,84,649,17-08-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
155.65,5718,59,3271,05-02-2017,,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
152.55,5719,100,1333,23-06-2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
327.98,5720,59,2150,19-09-2017,False,Approved,Solex,Standard,medium,large,1061.56,733.58
14.23,5721,0,2838,03-02-2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93
431.33,5722,32,955,17-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
198.29,5723,70,458,04-12-2017,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43
1660.88,5724,44,436,24-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
187.39,5725,8,3409,18-10-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
1055.82,5726,78,1350,19-01-2017,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48
445.21,5727,77,3183,09-01-2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
189.28,5728,47,3244,09-01-2017,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42
198.22,5729,69,899,13-09-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
64.930000000,5730,2,2252,06-02-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
182.81,5731,88,2750,29-04-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
356.5,5732,45,3186,29-10-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99
450.77,5733,52,96,08-01-2017,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
1702.55,5734,3,934,18-08-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
690.49,5735,21,1091,27-11-2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74
1544.61,5736,46,2659,23-12-2017,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
110.81,5737,0,3050,23-01-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
217.51,5738,64,3483,03-01-2017,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
872.89,5739,64,1418,02-03-2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
144.26,5740,7,505,16-12-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
693.76,5741,53,2028,18-08-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
1630.25,5742,57,1767,21-11-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
1702.55,5743,3,2070,24-09-2017,,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
75.75,5744,56,2968,14-01-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
1544.61,5745,37,1639,24-10-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82
75.48,5746,84,2877,18-03-2017,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
872.89,5747,64,484,25-07-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
25.09,5748,91,2822,10-06-2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
1028.76,5749,54,6,27-10-2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
471.6,5750,87,83,26-07-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4
75.48,5751,84,1025,23-04-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
182.81,5752,16,1540,02-06-2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
751.02,5753,13,385,27-07-2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51
72.6,5754,0,2849,06-09-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
64.51,5755,81,1891,02-09-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
199.1,5756,42,913,31-05-2017,,Approved,OHM Cycles,Road,medium,small,1810,1610.9
327.98,5757,49,228,18-03-2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58
1702.55,5758,3,156,14-12-2017,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
502.47,5759,43,859,26-01-2017,True,Approved,Solex,Standard,medium,medium,1151.96,649.49
199.1,5760,42,127,21-01-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
