Profit,Age,Purchase History,Customer Segment,Property Value
1010.02,65,20,High Net Worth,9
771.12,65,20,High Net Worth,9
471.6,65,20,High Net Worth,9
451.65,65,20,High Net Worth,9
921.46,44,53,High Net Worth,8
155.65,44,53,High Net Worth,8
45.96,44,53,High Net Worth,8
737.57,44,53,High Net Worth,8
434.14,44,53,High Net Worth,8
459.46,44,53,High Net Worth,8
128.46,60,60,Mass Customer,8
35.13,60,60,Mass Customer,8
1230.3,60,60,Mass Customer,8
1230.27,60,60,Mass Customer,8
1344.33,60,60,Mass Customer,8
90.1,60,60,Mass Customer,8
14.23,60,60,Mass Customer,8
448.68,65,7,Mass Customer,8
145.94,65,7,Mass Customer,8
195.34,65,7,Mass Customer,8
531.96,65,7,Mass Customer,8
617.67,65,7,Mass Customer,8
448.68,65,7,Mass Customer,8
110.56,61,0,Mass Customer,11
14.23,61,0,Mass Customer,11
75.14,61,0,Mass Customer,11
195.34,61,0,Mass Customer,11
617.67,61,0,Mass Customer,11
189.28,61,0,Mass Customer,11
908.77,41,88,High Net Worth,11
1295.43,41,88,High Net Worth,11
812.44,41,88,High Net Worth,11
802.26,26,1,Mass Customer,10
802.26,26,1,Mass Customer,10
512.33,26,1,Mass Customer,10
45.96,26,1,Mass Customer,10
531.96,26,1,Mass Customer,10
547.28,47,42,Mass Customer,8
921.46,47,42,Mass Customer,8
1010.02,47,42,Mass Customer,8
45.96,47,42,Mass Customer,8
617.67,47,42,Mass Customer,8
1028.76,45,29,Affluent Customer,10
227.26,45,29,Affluent Customer,10
144.26,45,29,Affluent Customer,10
227.26,45,29,Affluent Customer,10
139.23,43,16,High Net Worth,8
209.84,43,16,High Net Worth,8
531.96,43,16,High Net Worth,8
431.33,43,16,High Net Worth,8
737.57,43,16,High Net Worth,8
1660.88,43,16,High Net Worth,8
1279.4,43,16,High Net Worth,8
152.55,43,16,High Net Worth,8
1702.55,30,56,Affluent Customer,10
1630.25,30,56,Affluent Customer,10
1531.93,30,56,Affluent Customer,10
1279.4,30,56,Affluent Customer,10
448.68,30,56,Affluent Customer,10
448.68,29,16,Affluent Customer,8
43.97,29,16,Affluent Customer,8
1134.8,28,17,High Net Worth,9
114.93,28,17,High Net Worth,9
471.6,28,17,High Net Worth,9
1230.27,28,17,High Net Worth,9
189.28,28,17,High Net Worth,9
797.61,28,17,High Net Worth,9
771.12,28,17,High Net Worth,9
135.85,28,17,High Net Worth,9
451.65,23,69,Mass Customer,8
189.28,23,69,Mass Customer,8
35.13,23,69,Mass Customer,8
144.26,23,69,Mass Customer,8
144.26,23,69,Mass Customer,8
128.46,23,69,Mass Customer,8
75.48,23,69,Mass Customer,8
641.64,23,69,Mass Customer,8
1134.8,26,66,Affluent Customer,10
573.45,26,66,Affluent Customer,10
64.93,26,66,Affluent Customer,10
45.96,26,66,Affluent Customer,10
75.14,26,66,Affluent Customer,10
15.08,26,66,Affluent Customer,10
155.65,26,66,Affluent Customer,10
144.26,54,33,Affluent Customer,12
128.46,54,33,Affluent Customer,12
195.34,54,33,Affluent Customer,12
70.92,54,33,Affluent Customer,12
802.26,54,33,Affluent Customer,12
128.46,54,33,Affluent Customer,12
1630.25,21,10,High Net Worth,9
155.65,21,10,High Net Worth,9
155.65,21,10,High Net Worth,9
1702.55,21,10,High Net Worth,9
1279.4,21,10,High Net Worth,9
1617.3,21,10,High Net Worth,9
1230.27,21,10,High Net Worth,9
227.26,23,71,Mass Customer,6
745.94,23,71,Mass Customer,6
617.67,23,71,Mass Customer,6
45.96,23,71,Mass Customer,6
641.64,23,71,Mass Customer,6
1544.61,23,71,Mass Customer,6
167.21,58,9,Mass Customer,7
802.26,58,9,Mass Customer,7
57.73,58,9,Mass Customer,7
737.57,58,9,Mass Customer,7
1134.8,58,9,Mass Customer,7
617.67,58,9,Mass Customer,7
921.46,58,9,Mass Customer,7
921.46,58,9,Mass Customer,7
1295.43,37,75,Mass Customer,7
143.36,37,75,Mass Customer,7
35.13,37,75,Mass Customer,7
15.08,42,36,Mass Customer,11
110.81,42,36,Mass Customer,11
434.14,42,36,Mass Customer,11
198.22,42,36,Mass Customer,11
400.65,42,36,Mass Customer,11
531.96,42,36,Mass Customer,11
641.64,42,36,Mass Customer,11
1103.43,42,36,Mass Customer,11
903.11,25,70,Affluent Customer,9
1531.93,25,70,Affluent Customer,9
75.75,25,70,Affluent Customer,9
1055.82,25,70,Affluent Customer,9
1630.25,25,70,Affluent Customer,9
617.67,25,70,Affluent Customer,9
921.46,25,70,Affluent Customer,9
903.11,25,70,Affluent Customer,9
1028.76,25,70,Affluent Customer,9
4.8,44,16,High Net Worth,3
1028.76,44,16,High Net Worth,3
25.02,44,77,Affluent Customer,9
57.73,44,77,Affluent Customer,9
512.33,44,77,Affluent Customer,9
547.28,51,6,Mass Customer,12
509.97,51,6,Mass Customer,12
737.57,51,6,Mass Customer,12
1617.3,51,6,Mass Customer,12
583.27,51,6,Mass Customer,12
209.84,64,95,Mass Customer,11
110.56,64,95,Mass Customer,11
1010.02,64,95,Mass Customer,11
195.34,64,95,Mass Customer,11
797.61,64,95,Mass Customer,11
72.6,64,95,Mass Customer,11
64.51,64,95,Mass Customer,11
15.08,64,95,Mass Customer,11
1028.76,45,24,High Net Worth,4
1702.55,45,24,High Net Worth,4
509.97,45,24,High Net Worth,4
1544.61,45,24,High Net Worth,4
195.34,45,24,High Net Worth,4
110.56,45,24,High Net Worth,4
167.21,45,24,High Net Worth,4
745.94,45,78,High Net Worth,8
75.48,45,78,High Net Worth,8
209.84,45,78,High Net Worth,8
921.46,45,78,High Net Worth,8
227.26,61,95,Affluent Customer,10
1055.82,61,95,Affluent Customer,10
547.28,61,95,Affluent Customer,10
509.97,61,95,Affluent Customer,10
1055.82,44,0,High Net Worth,11
903.11,44,0,High Net Worth,11
812.44,44,0,High Net Worth,11
573.45,34,34,Mass Customer,7
448.68,34,34,Mass Customer,7
573.45,34,34,Mass Customer,7
1592.19,34,34,Mass Customer,7
1028.76,34,34,Mass Customer,7
1531.93,34,34,Mass Customer,7
75.75,34,34,Mass Customer,7
1344.33,34,34,Mass Customer,7
451.65,34,34,Mass Customer,7
737.57,34,34,Mass Customer,7
1531.93,34,88,Mass Customer,11
217.51,34,88,Mass Customer,11
531.96,34,88,Mass Customer,11
143.36,65,0,Affluent Customer,9
167.21,65,0,Affluent Customer,9
471.6,65,0,Affluent Customer,9
133.38,65,0,Affluent Customer,9
1069.55,65,0,Affluent Customer,9
75.14,42,39,Affluent Customer,7
4.8,42,39,Affluent Customer,7
459.46,42,39,Affluent Customer,7
357.74,42,39,Affluent Customer,7
15.08,42,39,Affluent Customer,7
921.46,42,39,Affluent Customer,7
693.76,42,39,Affluent Customer,7
41.13,42,39,Affluent Customer,7
374.09,44,99,Affluent Customer,9
110.81,44,99,Affluent Customer,9
110.81,44,99,Affluent Customer,9
217.51,44,99,Affluent Customer,9
771.12,44,99,Affluent Customer,9
1230.27,44,99,Affluent Customer,9
91.15,44,99,Affluent Customer,9
431.33,24,35,Mass Customer,8
908.77,24,35,Mass Customer,8
691.01,24,35,Mass Customer,8
921.46,24,35,Mass Customer,8
143.36,24,35,Mass Customer,8
133.78,24,35,Mass Customer,8
139.23,24,35,Mass Customer,8
709.34,24,35,Mass Customer,8
400.65,24,35,Mass Customer,8
509.97,24,35,Mass Customer,8
91.15,47,7,Mass Customer,11
75.48,47,7,Mass Customer,11
198.22,47,7,Mass Customer,11
133.38,47,7,Mass Customer,11
1592.19,47,7,Mass Customer,11
445.21,47,7,Mass Customer,11
693.76,43,34,High Net Worth,10
133.38,43,34,High Net Worth,10
110.81,43,34,High Net Worth,10
217.51,43,34,High Net Worth,10
139.23,43,34,High Net Worth,10
217.51,34,31,High Net Worth,11
1344.33,34,31,High Net Worth,11
641.64,34,31,High Net Worth,11
834.94,34,31,High Net Worth,11
217.51,34,31,High Net Worth,11
133.38,34,31,High Net Worth,11
152.55,58,98,Mass Customer,5
1617.3,58,98,Mass Customer,5
4.8,58,98,Mass Customer,5
827.16,37,27,Mass Customer,11
198.22,37,27,Mass Customer,11
129.01,37,27,Mass Customer,11
25.02,37,27,Mass Customer,11
133.38,37,27,Mass Customer,11
1010.02,37,27,Mass Customer,11
903.11,37,27,Mass Customer,11
357.74,37,27,Mass Customer,11
374.09,32,30,Mass Customer,10
43.97,32,30,Mass Customer,10
1617.3,54,96,Affluent Customer,7
227.26,54,96,Affluent Customer,7
128.46,54,96,Affluent Customer,7
167.21,54,96,Affluent Customer,7
451.65,54,96,Affluent Customer,7
209.84,54,96,Affluent Customer,7
1617.3,54,96,Affluent Customer,7
167.21,51,73,Mass Customer,12
641.64,51,73,Mass Customer,12
1806.79,51,73,Mass Customer,12
709.34,51,73,Mass Customer,12
41.13,33,37,Affluent Customer,6
201.35,33,37,Affluent Customer,6
691.01,33,37,Affluent Customer,6
872.89,52,68,High Net Worth,11
745.94,52,68,High Net Worth,11
1028.76,59,88,Affluent Customer,11
144.26,59,88,Affluent Customer,11
448.68,59,88,Affluent Customer,11
357.74,59,88,Affluent Customer,11
217.51,59,88,Affluent Customer,11
448.68,59,88,Affluent Customer,11
797.61,32,34,Mass Customer,12
41.13,32,34,Mass Customer,12
25.02,32,34,Mass Customer,12
110.81,32,34,Mass Customer,12
144.26,32,34,Mass Customer,12
133.38,32,34,Mass Customer,12
110.56,45,32,Mass Customer,11
1295.43,45,32,Mass Customer,11
1531.93,45,32,Mass Customer,11
459.46,45,32,Mass Customer,11
908.77,45,32,Mass Customer,11
450.77,45,32,Mass Customer,11
709.34,33,22,Affluent Customer,10
693.76,33,22,Affluent Customer,10
903.11,33,22,Affluent Customer,10
4.8,33,22,Affluent Customer,10
64.51,33,22,Affluent Customer,10
921.46,33,22,Affluent Customer,10
189.28,43,3,Affluent Customer,8
199.1,43,3,Affluent Customer,8
1010.02,43,3,Affluent Customer,8
693.76,58,8,Mass Customer,9
14.23,58,8,Mass Customer,9
512.33,58,8,Mass Customer,9
1069.55,58,8,Mass Customer,9
531.96,58,8,Mass Customer,9
128.46,58,8,Mass Customer,9
227.26,25,45,High Net Worth,10
471.6,25,45,High Net Worth,10
745.94,25,45,High Net Worth,10
921.46,55,13,Mass Customer,9
4.8,55,13,Mass Customer,9
198.29,25,5,Mass Customer,8
1069.55,25,5,Mass Customer,8
133.78,25,5,Mass Customer,8
1230.27,25,5,Mass Customer,8
41.13,25,5,Mass Customer,8
357.74,25,5,Mass Customer,8
709.34,25,5,Mass Customer,8
135.85,25,5,Mass Customer,8
128.46,25,5,Mass Customer,8
114.93,25,5,Mass Customer,8
456.45,25,5,Mass Customer,8
198.22,25,5,Mass Customer,8
70.92,25,5,Mass Customer,8
357.74,25,5,Mass Customer,8
227.26,44,85,Mass Customer,7
921.46,44,85,Mass Customer,7
709.34,44,85,Mass Customer,7
139.23,44,85,Mass Customer,7
217.51,44,85,Mass Customer,7
135.85,25,5,Mass Customer,4
1630.25,25,5,Mass Customer,4
737.57,25,5,Mass Customer,4
1055.82,25,5,Mass Customer,4
921.46,34,68,High Net Worth,7
834.94,34,68,High Net Worth,7
357.74,34,68,High Net Worth,7
75.75,34,68,High Net Worth,7
1617.3,34,68,High Net Worth,7
114.93,34,68,High Net Worth,7
1069.55,63,60,High Net Worth,3
75.75,63,60,High Net Worth,3
1134.8,63,60,High Net Worth,3
448.68,40,77,Affluent Customer,10
547.28,40,77,Affluent Customer,10
155.65,40,77,Affluent Customer,10
201.35,40,77,Affluent Customer,10
198.29,40,77,Affluent Customer,10
1230.27,40,77,Affluent Customer,10
641.64,46,43,High Net Worth,3
43.97,46,43,High Net Worth,3
198.22,46,43,High Net Worth,3
445.21,46,43,High Net Worth,3
143.36,46,43,High Net Worth,3
709.34,46,43,High Net Worth,3
641.64,46,43,High Net Worth,3
1230.3,46,43,High Net Worth,3
357.74,53,26,High Net Worth,1
25.02,53,26,High Net Worth,1
75.14,53,26,High Net Worth,1
456.45,53,26,High Net Worth,1
209.84,53,26,High Net Worth,1
573.45,53,26,High Net Worth,1
1295.43,53,26,High Net Worth,1
1630.25,20,33,Affluent Customer,9
309.81,20,33,Affluent Customer,9
64.51,20,33,Affluent Customer,9
1344.33,20,33,Affluent Customer,9
217.51,20,33,Affluent Customer,9
1806.79,20,33,Affluent Customer,9
431.33,20,33,Affluent Customer,9
199.1,20,33,Affluent Customer,9
693.76,20,33,Affluent Customer,9
745.94,20,33,Affluent Customer,9
547.28,20,33,Affluent Customer,9
531.96,20,33,Affluent Customer,9
155.65,65,8,Mass Customer,7
509.97,65,8,Mass Customer,7
41.13,65,8,Mass Customer,7
25.02,65,8,Mass Customer,7
182.81,65,8,Mass Customer,7
908.77,65,8,Mass Customer,7
573.45,44,69,Mass Customer,9
201.35,44,69,Mass Customer,9
431.33,44,69,Mass Customer,9
145.94,44,69,Mass Customer,9
155.65,44,69,Mass Customer,9
64.93,44,69,Mass Customer,9
903.11,42,70,Mass Customer,9
309.81,42,70,Mass Customer,9
400.65,42,70,Mass Customer,9
737.57,42,70,Mass Customer,9
617.67,21,70,Mass Customer,9
75.75,21,70,Mass Customer,9
1279.4,21,70,Mass Customer,9
771.12,35,25,Mass Customer,8
152.55,35,25,Mass Customer,8
693.76,35,25,Mass Customer,8
872.89,35,25,Mass Customer,8
737.57,35,25,Mass Customer,8
921.46,24,46,Affluent Customer,8
201.35,24,46,Affluent Customer,8
72.6,26,54,Affluent Customer,4
903.11,26,54,Affluent Customer,4
400.65,26,54,Affluent Customer,4
797.61,26,54,Affluent Customer,4
57.73,26,54,Affluent Customer,4
133.78,26,54,Affluent Customer,4
133.78,26,54,Affluent Customer,4
1230.3,26,54,Affluent Customer,4
1295.43,26,54,Affluent Customer,4
45.96,26,54,Affluent Customer,4
1660.88,26,54,Affluent Customer,4
227.26,45,4,Mass Customer,7
400.65,45,4,Mass Customer,7
135.85,45,4,Mass Customer,7
512.33,45,4,Mass Customer,7
812.44,31,84,Mass Customer,9
167.21,31,84,Mass Customer,9
110.56,31,84,Mass Customer,9
827.16,31,84,Mass Customer,9
617.67,31,84,Mass Customer,9
75.48,31,84,Mass Customer,9
445.21,31,84,Mass Customer,9
1660.88,31,84,Mass Customer,9
145.94,31,84,Mass Customer,9
374.09,41,39,Mass Customer,5
812.44,41,39,Mass Customer,5
512.33,41,39,Mass Customer,5
114.93,31,19,High Net Worth,9
374.09,31,19,High Net Worth,9
1531.93,31,19,High Net Worth,9
1103.43,31,19,High Net Worth,9
583.27,31,19,High Net Worth,9
110.81,31,19,High Net Worth,9
43.97,32,90,Affluent Customer,9
144.26,32,90,Affluent Customer,9
450.77,32,90,Affluent Customer,9
70.92,32,90,Affluent Customer,9
1295.43,32,90,Affluent Customer,9
64.93,32,90,Affluent Customer,9
374.09,32,90,Affluent Customer,9
641.64,45,15,Affluent Customer,11
155.65,45,15,Affluent Customer,11
91.15,45,15,Affluent Customer,11
43.97,45,15,Affluent Customer,11
57.73,45,15,Affluent Customer,11
129.01,45,15,Affluent Customer,11
512.33,45,15,Affluent Customer,11
573.45,40,19,Mass Customer,7
1806.79,40,19,Mass Customer,7
459.46,40,19,Mass Customer,7
451.65,40,19,Mass Customer,7
155.65,40,19,Mass Customer,7
114.93,40,19,Mass Customer,7
797.61,40,19,Mass Customer,7
128.46,40,19,Mass Customer,7
64.51,40,19,Mass Customer,7
448.68,40,19,Mass Customer,7
57.73,40,19,Mass Customer,7
737.57,85,56,Mass Customer,3
110.56,85,56,Mass Customer,3
133.78,85,56,Mass Customer,3
152.55,85,56,Mass Customer,3
110.81,85,56,Mass Customer,3
908.77,24,63,Affluent Customer,10
1055.82,24,63,Affluent Customer,10
1295.43,24,63,Affluent Customer,10
547.28,24,63,Affluent Customer,10
445.21,24,63,Affluent Customer,10
1617.3,24,63,Affluent Customer,10
641.64,24,63,Affluent Customer,10
834.94,24,63,Affluent Customer,10
227.26,24,63,Affluent Customer,10
834.94,45,48,High Net Worth,7
139.23,45,48,High Net Worth,7
709.34,45,48,High Net Worth,7
15.08,45,48,High Net Worth,7
1660.88,45,48,High Net Worth,7
201.35,45,48,High Net Worth,7
129.01,45,48,High Net Worth,7
1702.55,62,2,Mass Customer,9
1702.55,62,2,Mass Customer,9
583.27,62,2,Mass Customer,9
509.97,62,2,Mass Customer,9
145.94,51,33,High Net Worth,9
57.73,51,33,High Net Worth,9
908.77,51,33,High Net Worth,9
400.65,51,33,High Net Worth,9
817.36,51,33,High Net Worth,9
139.23,52,71,Mass Customer,8
573.45,52,71,Mass Customer,8
90.1,52,71,Mass Customer,8
531.96,52,71,Mass Customer,8
547.28,31,99,Mass Customer,9
903.11,31,99,Mass Customer,9
1544.61,31,99,Mass Customer,9
189.28,31,99,Mass Customer,9
198.29,31,99,Mass Customer,9
400.65,31,99,Mass Customer,9
64.93,31,99,Mass Customer,9
75.14,31,99,Mass Customer,9
139.23,45,12,Affluent Customer,8
43.97,45,12,Affluent Customer,8
771.12,37,59,Mass Customer,3
144.26,37,59,Mass Customer,3
135.85,37,59,Mass Customer,3
144.26,52,76,Mass Customer,11
1630.25,52,76,Mass Customer,11
1630.25,52,76,Mass Customer,11
431.33,52,76,Mass Customer,11
431.33,52,76,Mass Customer,11
1660.88,44,16,Affluent Customer,3
1702.55,44,16,Affluent Customer,3
209.84,44,16,Affluent Customer,3
745.94,44,16,Affluent Customer,3
114.93,44,16,Affluent Customer,3
64.51,44,16,Affluent Customer,3
75.14,44,16,Affluent Customer,3
451.65,44,16,Affluent Customer,3
693.76,42,76,High Net Worth,10
72.6,42,76,High Net Worth,10
1544.61,42,76,High Net Worth,10
57.73,42,76,High Net Worth,10
583.27,42,76,High Net Worth,10
1295.43,42,76,High Net Worth,10
1028.76,42,76,High Net Worth,10
512.33,42,76,High Net Worth,10
195.34,42,76,High Net Worth,10
817.36,42,76,High Net Worth,10
451.65,42,76,High Net Worth,10
217.51,42,76,High Net Worth,10
209.84,61,82,Mass Customer,6
75.75,61,82,Mass Customer,6
797.61,61,82,Mass Customer,6
91.15,61,82,Mass Customer,6
155.65,61,82,Mass Customer,6
70.92,61,82,Mass Customer,6
1295.43,61,82,Mass Customer,6
1702.55,30,39,Mass Customer,4
1010.02,30,39,Mass Customer,4
1069.55,58,2,Mass Customer,11
1134.8,58,2,Mass Customer,11
75.48,58,2,Mass Customer,11
195.34,58,2,Mass Customer,11
1069.55,58,2,Mass Customer,11
903.11,58,2,Mass Customer,11
817.36,58,2,Mass Customer,11
451.65,58,2,Mass Customer,11
152.55,58,2,Mass Customer,11
128.46,46,70,High Net Worth,9
143.36,46,70,High Net Worth,9
1617.3,46,70,High Net Worth,9
25.02,46,70,High Net Worth,9
198.29,46,70,High Net Worth,9
75.14,46,70,High Net Worth,9
1344.33,58,86,Mass Customer,5
14.23,58,86,Mass Customer,5
4.8,58,86,Mass Customer,5
145.94,58,86,Mass Customer,5
75.75,31,21,High Net Worth,9
471.6,31,21,High Net Worth,9
135.85,31,21,High Net Worth,9
509.97,29,73,High Net Worth,7
547.28,29,73,High Net Worth,7
1305.25,29,73,High Net Worth,7
1702.55,29,73,High Net Worth,7
400.65,29,73,High Net Worth,7
152.55,29,73,High Net Worth,7
450.77,60,96,High Net Worth,6
693.76,60,96,High Net Worth,6
908.77,60,96,High Net Worth,6
129.01,60,96,High Net Worth,6
198.29,60,96,High Net Worth,6
128.46,60,96,High Net Worth,6
209.84,60,96,High Net Worth,6
641.64,39,25,Mass Customer,11
144.26,39,25,Mass Customer,11
431.33,39,25,Mass Customer,11
459.46,28,45,Mass Customer,12
70.92,28,45,Mass Customer,12
1055.82,28,45,Mass Customer,12
1295.43,28,45,Mass Customer,12
450.77,28,45,Mass Customer,12
1069.55,28,45,Mass Customer,12
908.77,28,45,Mass Customer,12
583.27,28,45,Mass Customer,12
400.65,28,45,Mass Customer,12
129.01,44,96,Mass Customer,7
72.6,44,96,Mass Customer,7
834.94,44,96,Mass Customer,7
737.57,44,96,Mass Customer,7
45.96,50,33,High Net Worth,10
133.38,50,33,High Net Worth,10
135.85,50,33,High Net Worth,10
1344.33,50,33,High Net Worth,10
143.36,50,33,High Net Worth,10
1010.02,50,33,High Net Worth,10
133.78,50,33,High Net Worth,10
1230.27,50,33,High Net Worth,10
583.27,50,33,High Net Worth,10
1660.88,46,59,Mass Customer,9
1702.55,46,59,Mass Customer,9
797.61,46,59,Mass Customer,9
152.55,45,83,Affluent Customer,9
139.23,45,83,Affluent Customer,9
374.09,45,83,Affluent Customer,9
15.08,45,83,Affluent Customer,9
908.77,45,83,Affluent Customer,9
139.23,45,83,Affluent Customer,9
903.11,45,83,Affluent Customer,9
110.81,45,83,Affluent Customer,9
14.23,45,83,Affluent Customer,9
903.11,45,83,Affluent Customer,9
745.94,45,95,Mass Customer,8
817.36,45,95,Mass Customer,8
167.21,45,95,Mass Customer,8
128.46,45,95,Mass Customer,8
1103.43,44,43,Mass Customer,11
512.33,44,43,Mass Customer,11
802.26,44,43,Mass Customer,11
217.51,44,43,Mass Customer,11
872.89,44,43,Mass Customer,11
217.51,44,43,Mass Customer,11
1806.79,44,43,Mass Customer,11
201.35,40,87,Affluent Customer,9
57.73,40,87,Affluent Customer,9
75.14,40,87,Affluent Customer,9
872.89,40,87,Affluent Customer,9
617.67,40,87,Affluent Customer,9
133.78,40,87,Affluent Customer,9
182.81,36,30,Mass Customer,11
144.26,36,30,Mass Customer,11
1630.25,35,59,Mass Customer,8
145.94,35,59,Mass Customer,8
817.36,35,59,Mass Customer,8
459.46,35,59,Mass Customer,8
15.08,35,59,Mass Customer,8
152.55,58,50,Mass Customer,7
1702.55,58,50,Mass Customer,7
1344.33,58,50,Mass Customer,7
471.6,58,50,Mass Customer,7
693.76,58,50,Mass Customer,7
167.21,55,36,Affluent Customer,11
1295.43,55,36,Affluent Customer,11
1279.4,55,36,Affluent Customer,11
834.94,30,25,Affluent Customer,9
400.65,30,25,Affluent Customer,9
374.09,30,25,Affluent Customer,9
1305.25,30,25,Affluent Customer,9
43.97,30,25,Affluent Customer,9
199.1,47,77,Mass Customer,11
198.22,47,77,Mass Customer,11
903.11,47,77,Mass Customer,11
834.94,47,77,Mass Customer,11
195.34,29,30,Mass Customer,10
1305.25,29,30,Mass Customer,10
691.01,29,30,Mass Customer,10
209.84,29,30,Mass Customer,10
448.68,28,47,Mass Customer,4
531.96,28,47,Mass Customer,4
817.36,28,47,Mass Customer,4
1806.79,28,47,Mass Customer,4
72.6,28,47,Mass Customer,4
357.74,43,2,Mass Customer,8
737.57,43,2,Mass Customer,8
217.51,43,2,Mass Customer,8
1055.82,43,2,Mass Customer,8
64.93,43,2,Mass Customer,8
217.51,43,2,Mass Customer,8
817.36,43,2,Mass Customer,8
908.77,43,2,Mass Customer,8
155.65,43,2,Mass Customer,8
1230.3,43,2,Mass Customer,8
75.48,43,2,Mass Customer,8
834.94,43,2,Mass Customer,8
445.21,43,2,Mass Customer,8
745.94,56,90,Mass Customer,12
43.97,56,90,Mass Customer,12
152.55,56,90,Mass Customer,12
1230.27,56,90,Mass Customer,12
1806.79,56,90,Mass Customer,12
128.46,64,16,Mass Customer,3
531.96,64,16,Mass Customer,3
583.27,64,16,Mass Customer,3
1344.33,64,16,Mass Customer,3
641.64,64,16,Mass Customer,3
152.55,64,16,Mass Customer,3
1544.61,64,16,Mass Customer,3
1592.19,64,16,Mass Customer,3
139.23,35,99,Affluent Customer,7
152.55,35,99,Affluent Customer,7
155.65,35,99,Affluent Customer,7
357.74,35,99,Affluent Customer,7
110.81,35,99,Affluent Customer,7
531.96,35,99,Affluent Customer,7
1531.93,35,99,Affluent Customer,7
745.94,35,99,Affluent Customer,7
434.14,35,99,Affluent Customer,7
547.28,52,88,Affluent Customer,4
1103.43,52,88,Affluent Customer,4
617.67,52,88,Affluent Customer,4
531.96,52,88,Affluent Customer,4
129.01,52,88,Affluent Customer,4
1702.55,52,88,Affluent Customer,4
872.89,52,88,Affluent Customer,4
182.81,26,22,Affluent Customer,11
209.84,26,22,Affluent Customer,11
110.81,26,22,Affluent Customer,11
431.33,26,22,Affluent Customer,11
144.26,26,22,Affluent Customer,11
456.45,26,22,Affluent Customer,11
198.29,26,22,Affluent Customer,11
1344.33,40,60,Mass Customer,6
133.78,40,60,Mass Customer,6
512.33,40,60,Mass Customer,6
15.08,43,72,High Net Worth,9
802.26,43,72,High Net Worth,9
1702.55,43,72,High Net Worth,9
43.97,43,72,High Net Worth,9
830.24,43,72,High Net Worth,9
57.73,43,72,High Net Worth,9
509.97,43,46,Mass Customer,3
4.8,43,46,Mass Customer,3
827.16,43,46,Mass Customer,3
872.89,43,46,Mass Customer,3
1279.4,43,46,Mass Customer,3
91.15,43,46,Mass Customer,3
450.77,43,46,Mass Customer,3
797.61,43,46,Mass Customer,3
110.56,43,46,Mass Customer,3
25.02,29,77,Mass Customer,6
903.11,29,77,Mass Customer,6
1103.43,29,77,Mass Customer,6
1010.02,29,77,Mass Customer,6
1702.55,29,77,Mass Customer,6
531.96,29,77,Mass Customer,6
448.68,38,52,Mass Customer,2
617.67,38,52,Mass Customer,2
45.96,38,52,Mass Customer,2
531.96,38,52,Mass Customer,2
1592.19,34,32,Mass Customer,10
1103.43,34,32,Mass Customer,10
110.81,34,32,Mass Customer,10
57.73,34,32,Mass Customer,10
448.68,34,32,Mass Customer,10
450.77,34,32,Mass Customer,10
709.34,34,32,Mass Customer,10
583.27,34,32,Mass Customer,10
1617.3,34,32,Mass Customer,10
139.23,34,32,Mass Customer,10
872.89,34,32,Mass Customer,10
45.96,34,32,Mass Customer,10
1010.02,34,32,Mass Customer,10
189.28,39,70,High Net Worth,11
448.68,39,70,High Net Worth,11
25.02,39,70,High Net Worth,11
75.14,39,70,High Net Worth,11
41.13,39,70,High Net Worth,11
217.51,22,95,Mass Customer,9
908.77,22,95,Mass Customer,9
693.76,22,95,Mass Customer,9
227.26,22,95,Mass Customer,9
802.26,65,64,Mass Customer,5
583.27,65,64,Mass Customer,5
1660.88,65,64,Mass Customer,5
357.74,65,64,Mass Customer,5
43.97,65,64,Mass Customer,5
195.34,24,73,High Net Worth,9
1702.55,24,73,High Net Worth,9
1103.43,24,73,High Net Worth,9
1806.79,24,73,High Net Worth,9
45.96,24,73,High Net Worth,9
198.29,24,73,High Net Worth,9
1103.43,24,73,High Net Worth,9
1028.76,55,80,Mass Customer,10
201.35,55,80,Mass Customer,10
459.46,28,88,High Net Worth,4
834.94,28,88,High Net Worth,4
1028.76,52,71,High Net Worth,9
1344.33,52,71,High Net Worth,9
1134.8,52,71,High Net Worth,9
921.46,52,71,High Net Worth,9
25.02,52,71,High Net Worth,9
217.51,52,71,High Net Worth,9
583.27,33,60,High Net Worth,5
70.92,33,60,High Net Worth,5
1055.82,33,60,High Net Worth,5
812.44,53,29,Affluent Customer,7
1295.43,53,29,Affluent Customer,7
90.1,53,29,Affluent Customer,7
195.34,53,29,Affluent Customer,7
114.93,45,64,Mass Customer,4
1230.3,45,64,Mass Customer,4
1702.55,45,64,Mass Customer,4
1630.25,45,64,Mass Customer,4
1630.25,45,64,Mass Customer,4
75.48,55,27,High Net Worth,9
802.26,55,27,High Net Worth,9
834.94,55,27,High Net Worth,9
1660.88,55,27,High Net Worth,9
75.75,55,27,High Net Worth,9
691.01,22,47,Mass Customer,10
737.57,22,47,Mass Customer,10
1103.43,22,47,Mass Customer,10
903.11,22,47,Mass Customer,10
617.67,22,47,Mass Customer,10
431.33,22,47,Mass Customer,10
199.1,22,47,Mass Customer,10
64.51,22,47,Mass Customer,10
771.12,25,53,Mass Customer,4
91.15,25,53,Mass Customer,4
4.8,25,53,Mass Customer,4
1544.61,25,53,Mass Customer,4
90.1,25,53,Mass Customer,4
133.38,46,26,Mass Customer,11
531.96,46,26,Mass Customer,11
41.13,46,26,Mass Customer,11
